,price,area,latitude,longitude,bedrooms,bathrooms,balcony,status,neworold,parking,furnished_status,lift,type_of_building
3602,19000000.0,1000.0,19.0327996,72.89635679999999,5,5,0,Ready to Move,Resale,0,Unfurnished,0,Flat
3603,16000000.0,950.0,19.0891213,72.88994659999999,2,2,0,Ready to Move,Resale,0,Furnished,0,Flat
3604,11000000.0,1300.0,19.234639,73.16113399999999,3,3,0,Ready to Move,Resale,0,Unfurnished,0,Flat
3605,17000000.0,900.0,19.0327996,72.89635679999999,2,2,0,Ready to Move,Resale,0,Unfurnished,0,Flat
3606,3200000.0,655.0,19.230865478515625,73.07137298583984,2,2,0,Ready to Move,New Property,0,Unfurnished,0,Flat
3607,5000000.0,1100.0,19.4540588,72.7688226,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
3608,15700000.0,850.0,19.19175,72.84694,2,2,0,Ready to Move,Resale,0,Furnished,0,Flat
3609,25000000.0,990.0,19.1746739,72.94310379999999,3,3,0,Ready to Move,Resale,0,Furnished,0,Individual House
3610,40000000.0,880.0,19.070726,72.836127,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
3611,90000000.0,1500.0,19.0166667,72.8166667,4,3,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
3612,18500000.0,870.0,19.165226,72.83551,2,2,0,Ready to Move,Resale,0,Furnished,0,Flat
3613,37500000.0,1235.0,19.22652053833008,72.85139465332031,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
3614,19500000.0,875.0,19.2099437,72.83086920000001,2,2,0,Ready to Move,Resale,0,Furnished,0,Flat
3615,65000000.0,1155.0,19.1297376,72.8291555,3,3,0,0,Resale,0,Semi-Furnished,0,Flat
3616,6500000.0,950.0,19.3693345,72.806127,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
3617,23500000.0,900.0,19.1297376,72.8291555,2,2,0,Ready to Move,Resale,0,Unfurnished,0,Flat
3618,7000000.0,1200.0,19.234639,73.16113399999999,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
3619,37000000.0,1000.0,18.9988745,72.854548,3,3,0,Ready to Move,Resale,0,Unfurnished,0,Flat
3620,30000000.0,950.0,18.963298,72.843294,2,2,0,Ready to Move,Resale,0,0,0,Flat
3621,17500000.0,720.0,19.0327996,72.89635679999999,2,2,0,Ready to Move,Resale,0,0,0,Flat
3622,27500000.0,1255.0,19.028609,72.8794,3,3,0,Ready to Move,Resale,0,Furnished,0,Flat
3623,9500000.0,650.0,19.17067,72.93618000000001,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
3624,7000000.0,865.0,19.4129287,72.818169,2,2,4,Ready to Move,Resale,4,Furnished,4,Flat
3625,22500000.0,1500.0,19.1889733,72.8220064,3,3,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
3626,21000000.0,645.0,19.0810128,72.8500709,2,2,0,0,Resale,0,Semi-Furnished,0,Flat
3627,7000000.0,900.0,19.3047794,72.8604097,2,2,3,Ready to Move,Resale,3,Unfurnished,3,Flat
3628,20500000.0,1000.0,19.0908063,72.90766690000001,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
3629,5000000.0,860.0,19.4621578,72.80568509999999,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
3630,20000000.0,850.0,19.1889733,72.8220064,2,2,0,Ready to Move,Resale,0,Furnished,0,Flat
3631,23000000.0,1200.0,19.1746739,72.94310379999999,3,3,0,Ready to Move,Resale,0,0,0,Flat
3632,3500000.0,835.0,19.459599,72.816424,2,2,0,Ready to Move,Resale,0,Unfurnished,0,Flat
3633,22500000.0,830.0,19.143878,72.842054,3,2,0,Ready to Move,Resale,0,0,0,Flat
3634,5400000.0,745.0,19.4540588,72.7688226,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Individual House
3635,16000000.0,1600.0,19.104651,72.931782,2,2,0,Ready to Move,Resale,0,Unfurnished,0,Flat
3636,15000000.0,785.0,19.06377,72.90203100000001,2,2,0,Ready to Move,Resale,0,Furnished,0,Flat
3637,8640000.0,950.0,19.282975,72.87361800000001,2,2,0,0,Resale,0,Semi-Furnished,0,Flat
3638,8000000.0,825.0,19.282169342041016,72.87654113769531,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
3639,7100000.0,910.0,19.28217,72.87654,2,2,0,Ready to Move,Resale,0,Unfurnished,0,Flat
3640,7800000.0,720.0,19.28217,72.87654,2,2,0,Ready to Move,Resale,0,0,0,Flat
3641,19200000.0,1900.0,19.2099437,72.83086920000001,4,6,0,Ready to Move,Resale,0,Unfurnished,0,Flat
3642,50000000.0,1200.0,19.168995,72.953882,4,4,0,Ready to Move,Resale,0,Furnished,0,Flat
3643,16000000.0,850.0,19.13141,72.83313000000001,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Individual House
3644,5500000.0,900.0,19.4129287,72.818169,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
3645,9000000.0,1500.0,19.3785922,72.8275321,3,3,0,Ready to Move,Resale,0,Unfurnished,0,Flat
3646,15000000.0,715.0,19.1590077,72.86927109999999,2,2,0,0,Resale,0,Unfurnished,0,Flat
3647,16000000.0,650.0,19.180237,72.85541490000001,2,2,0,Ready to Move,Resale,0,0,0,Flat
3648,6500000.0,810.0,19.459599,72.816424,2,2,0,Ready to Move,Resale,0,Furnished,0,Flat
3649,35000000.0,750.0,19.105440139770508,72.84111785888672,2,2,1,Ready to Move,Resale,1,Furnished,1,Flat
3650,21100000.0,650.0,19.14724,72.84012,2,2,0,Ready to Move,Resale,0,Unfurnished,0,Flat
3651,25000000.0,750.0,19.13844,72.812187,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
3652,3500000.0,725.0,19.4621578,72.80568509999999,2,2,0,0,Resale,0,Semi-Furnished,0,Flat
3653,5900000.0,990.0,19.4621578,72.80568509999999,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
3654,12500000.0,600.0,18.9506004,72.83825470000001,2,3,0,Ready to Move,Resale,0,Furnished,0,Individual House
3655,29000000.0,1150.0,19.2539332,72.8672448,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
3656,22000000.0,700.0,19.21102,72.87172,2,2,0,0,Resale,0,Unfurnished,0,Flat
3657,17500000.0,1014.0,19.0908063,72.90766690000001,3,2,0,0,Resale,0,Semi-Furnished,0,Flat
3658,11600000.0,639.0,19.218124,72.994126,2,2,0,Ready to Move,Resale,0,Unfurnished,0,Flat
3659,13500000.0,750.0,19.0327996,72.89635679999999,2,2,0,0,Resale,0,Furnished,0,Flat
3660,14000000.0,800.0,19.194028,72.816423,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
3661,22500000.0,685.0,19.0472012,72.8722249,2,2,1,Ready to Move,Resale,1,Furnished,1,Flat
3662,7800000.0,1200.0,19.2783121,72.8580188,2,3,2,Ready to Move,Resale,2,Semi-Furnished,2,Flat
3663,30000000.0,1300.0,19.18897247314453,72.82200622558594,3,3,1,Ready to Move,New Property,1,Semi-Furnished,1,Flat
3664,14000000.0,1000.0,19.07746,72.88044000000001,2,3,0,Ready to Move,Resale,0,Unfurnished,0,Flat
3665,16500000.0,800.0,19.17417907714844,72.87464904785156,2,2,3,Ready to Move,Resale,3,Semi-Furnished,3,Flat
3666,16000000.0,700.0,19.0327996,72.89635679999999,2,2,0,Ready to Move,Resale,0,0,0,Flat
3667,5700000.0,920.0,19.2308654,73.0713733,2,2,0,Ready to Move,Resale,0,Unfurnished,0,Flat
3668,26000000.0,1200.0,19.14413,72.8241,2,2,0,Ready to Move,Resale,0,Furnished,0,Flat
3669,18000000.0,750.0,19.2539332,72.8672448,2,2,0,Ready to Move,Resale,0,Furnished,0,Flat
3670,16000000.0,700.0,19.1173012,72.8840395,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
3671,25000000.0,750.0,19.17418,72.87465,2,2,0,Ready to Move,Resale,0,Furnished,0,Flat
3672,14500000.0,650.0,19.104650497436523,72.9317855834961,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
3673,7000000.0,945.0,19.24061584472656,73.09513092041016,2,2,2,Ready to Move,Resale,2,Semi-Furnished,2,Flat
3674,6200000.0,695.0,19.264582,72.869837,2,2,1,0,Resale,1,Unfurnished,1,Flat
3675,30000000.0,3200.0,19.234638214111328,73.1611328125,5,3,1,Ready to Move,Resale,1,Semi-Furnished,1,Flat
3676,45000000.0,2000.0,18.9684089,72.83105379999999,4,4,1,Ready to Move,Resale,1,Semi-Furnished,1,Flat
3677,15000000.0,730.0,19.2014,72.83827,2,2,0,Ready to Move,Resale,0,0,0,Flat
3678,37000000.0,1200.0,19.0565448,72.8533941,3,3,0,Ready to Move,Resale,0,Unfurnished,0,Flat
3679,17500000.0,900.0,18.9988745,72.854548,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
3680,35000000.0,1050.0,19.108097,72.832259,3,2,0,0,Resale,0,Furnished,0,Flat
3681,6000000.0,765.0,19.39954,72.8604165,2,2,0,Ready to Move,Resale,0,0,0,Flat
3682,15000000.0,980.0,19.2099437,72.83086920000001,2,2,0,Ready to Move,Resale,0,Unfurnished,0,Flat
3683,8900000.0,1000.0,19.28217,72.87654,2,2,0,Ready to Move,Resale,0,Unfurnished,0,Flat
3684,21000000.0,875.0,19.1297376,72.8291555,2,2,0,Ready to Move,Resale,0,Unfurnished,0,Flat
3685,15000000.0,1080.0,19.1889733,72.8220064,2,3,0,0,Resale,0,Furnished,0,Flat
3686,20000000.0,1000.0,19.18897247314453,72.82200622558594,2,3,0,Ready to Move,Resale,0,Furnished,0,Flat
3687,14000000.0,1015.0,19.149901,72.931134,2,2,0,Ready to Move,Resale,0,Unfurnished,0,Flat
3688,19000000.0,700.0,19.1590077,72.86927109999999,2,2,4,Ready to Move,Resale,4,Semi-Furnished,4,Flat
3689,18000000.0,725.0,19.13832,72.81002,2,2,0,Ready to Move,Resale,0,Furnished,0,Flat
3690,30000000.0,951.0,19.12419,72.83021,3,2,0,Ready to Move,Resale,0,Unfurnished,0,Flat
3691,17500000.0,980.0,19.1889733,72.8220064,2,2,3,Ready to Move,Resale,3,0,3,Flat
3692,25000000.0,1028.0,19.05128,72.89050999999999,3,2,0,Ready to Move,Resale,0,Furnished,0,Individual House
3693,23500000.0,850.0,19.03028,72.86735999999999,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
3694,3500000.0,886.0,19.4540588,72.7688226,2,2,3,0,Resale,3,Unfurnished,3,Flat
3695,9000000.0,965.0,19.2783121,72.8580188,2,2,4,Ready to Move,Resale,4,0,4,Flat
3696,32500000.0,850.0,19.071377,72.84022399999999,2,2,0,Ready to Move,Resale,0,0,0,Flat
3697,11500000.0,1200.0,19.17309761047364,72.93585205078125,2,2,1,Ready to Move,Resale,1,Unfurnished,1,Flat
3698,32500000.0,1050.0,19.100385,72.850466,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
3699,36000000.0,765.0,19.1054406,72.8411208,2,2,0,Ready to Move,Resale,0,Furnished,0,Flat
3700,16500000.0,685.0,19.166970000000003,72.83154,2,2,0,Ready to Move,Resale,0,Furnished,0,Flat
3701,8500000.0,835.0,19.28217,72.87654,2,2,2,Ready to Move,Resale,2,Semi-Furnished,2,Individual House
3702,29900000.000000004,950.0,19.038438,72.84199090000001,2,2,3,Ready to Move,Resale,3,0,3,Flat
3703,22500000.0,1040.0,19.079998016357425,72.85449981689453,2,3,0,Ready to Move,Resale,0,Furnished,0,Flat
3704,16000000.0,625.0,19.180237,72.85541490000001,2,2,0,Ready to Move,Resale,0,0,0,Flat
3705,72500000.0,1175.0,18.97685432434082,72.80873107910156,2,2,0,Ready to Move,Resale,0,Unfurnished,0,Flat
3706,32500000.0,840.0,19.09735,72.82689,2,2,0,Ready to Move,Resale,0,Furnished,0,Flat
3707,32500000.0,1300.0,19.0815087,72.8376755,3,3,0,Ready to Move,Resale,0,Unfurnished,0,Flat
3708,4200000.0,850.0,19.4540588,72.7688226,2,2,0,Ready to Move,Resale,0,Unfurnished,0,Flat
3709,22500000.0,1250.0,19.131907,72.85563,2,2,0,0,Resale,0,Unfurnished,0,Flat
3710,13500000.0,825.0,19.148110600000003,72.9326923,2,2,0,Ready to Move,Resale,0,0,0,Flat
3711,16500000.0,880.0,19.1762177,72.8616978,2,2,0,Ready to Move,Resale,0,Furnished,0,Flat
3712,22000000.0,820.0,19.21339,72.86392,3,2,0,0,Resale,0,Unfurnished,0,Flat
3713,11500000.0,1150.0,19.3693345,72.806127,3,3,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
3714,45000000.0,1400.0,18.9734119,72.8207392,2,3,2,Ready to Move,Resale,2,0,2,Flat
3715,62500000.0,1595.0,19.119677300000003,72.9050809,3,3,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
3716,23500000.0,915.0,19.2539332,72.8672448,4,2,0,Ready to Move,Resale,0,Furnished,0,Individual House
3717,7500000.0,1500.0,19.234638214111328,73.1611328125,3,3,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
3718,24000000.0,680.0,19.0327996,72.89635679999999,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
3719,30000000.0,900.0,19.23177,72.82813,3,3,0,Ready to Move,Resale,0,Unfurnished,0,Flat
3720,52000000.0,1390.0,19.100385,72.850466,3,3,0,Ready to Move,Resale,0,0,0,Flat
3721,105000000.0,2050.0,18.97607,72.82728,3,3,3,Ready to Move,Resale,3,Furnished,3,Flat
3722,4000000.0,800.0,19.3785922,72.8275321,2,2,0,Ready to Move,Resale,0,Unfurnished,0,Flat
3723,38000000.0,1000.0,19.02669906616211,72.85302734375,2,2,0,Ready to Move,Resale,0,Unfurnished,0,Flat
3724,15000000.0,920.0,19.059906,72.8773938,2,2,0,Ready to Move,Resale,0,Unfurnished,0,Flat
3725,8500000.0,1065.0,19.28217,72.87654,2,2,1,Ready to Move,Resale,1,Semi-Furnished,1,Individual House
3726,60000000.0,1500.0,19.1054406,72.8411208,3,3,0,Ready to Move,Resale,0,Unfurnished,0,Flat
3727,4200000.0,900.0,19.4422688,72.79541590000001,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
3728,17500000.0,1250.0,19.222320556640625,72.82238006591797,3,3,0,Ready to Move,Resale,0,Furnished,0,Flat
3729,22500000.0,950.0,19.1373633,72.8318507,3,2,0,Ready to Move,Resale,0,Furnished,0,Flat
3730,29900000.000000004,780.0,19.0627565,72.8545019,2,2,0,0,Resale,0,Semi-Furnished,0,Flat
3731,4000000.0,900.0,19.4540588,72.7688226,2,2,0,Ready to Move,Resale,0,Unfurnished,0,Flat
3732,16000000.0,620.0,19.2099437,72.83086920000001,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
3733,5700000.0,770.0,19.404825,72.8277573,2,2,0,Ready to Move,Resale,0,0,0,Flat
3734,105000000.0,2300.0,19.14413,72.8241,5,5,0,Ready to Move,Resale,0,Furnished,0,Individual House
3735,17000000.0,1079.0,19.071989,72.88408199999999,2,2,0,Ready to Move,Resale,0,Furnished,0,Flat
3736,25000000.0,1280.0,19.23584,72.86039,3,2,3,Ready to Move,Resale,3,Semi-Furnished,3,Flat
3737,25000000.0,1100.0,19.10848045349121,72.86601257324219,2,2,0,0,Resale,0,Semi-Furnished,0,Flat
3738,22500000.0,1111.0,19.0327996,72.89635679999999,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
3739,13000000.0,1000.0,19.1585969,72.99901679999999,3,2,0,Ready to Move,Resale,0,Unfurnished,0,Flat
3740,18000000.0,750.0,19.07906913757324,72.90797424316406,2,2,1,Ready to Move,New Property,1,Semi-Furnished,1,Flat
3741,17000000.0,970.0,19.149900436401367,72.93113708496094,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
3742,9000000.0,750.0,19.1560908,72.88395140000002,3,3,0,Ready to Move,Resale,0,0,0,Flat
3743,9700000.0,1260.0,19.28217,72.87654,2,3,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
3744,13899999.999999998,1350.0,19.2099437,72.83086920000001,2,2,0,Ready to Move,Resale,0,Unfurnished,0,Flat
3745,8300000.0,600.0,19.2783121,72.8580188,2,2,0,Ready to Move,Resale,0,0,0,Flat
3746,22500000.0,900.0,19.1297376,72.8291555,2,2,0,Ready to Move,Resale,0,Unfurnished,0,Flat
3747,16000000.0,800.0,19.180237,72.85541490000001,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
3748,15500000.0,720.0,19.2539332,72.8672448,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
3749,25500000.0,1000.0,19.24806,72.85539,2,2,0,Ready to Move,Resale,0,Unfurnished,0,Flat
3750,9900000.0,925.0,19.3047794,72.8604097,2,2,0,Ready to Move,Resale,0,Furnished,0,Flat
3751,6500000.0,575.0,19.28217,72.87654,2,2,0,Ready to Move,Resale,0,Unfurnished,0,Flat
3752,16500000.0,1000.0,19.180237,72.85541490000001,3,3,0,Ready to Move,Resale,0,Furnished,0,Flat
3753,7000000.0,1050.0,19.282169342041016,72.87654113769531,2,2,3,0,Resale,3,Unfurnished,3,Flat
3754,20000000.0,1200.0,19.149901,72.931134,2,2,0,Ready to Move,Resale,0,Furnished,0,Flat
3755,6000000.0,605.0,19.4540588,72.7688226,2,2,0,Ready to Move,Resale,0,Furnished,0,Flat
3756,6500000.0,1000.0,19.421777,72.82759399999999,2,2,0,Ready to Move,Resale,0,0,0,Flat
3757,20000000.0,800.0,19.1297376,72.8291555,2,2,0,Ready to Move,Resale,0,Unfurnished,0,Flat
3758,5500000.0,800.0,19.39954,72.8604165,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
3759,13500000.0,750.0,19.2165,72.834128,2,2,0,Ready to Move,Resale,0,Unfurnished,0,Flat
3760,14000000.0,740.0,19.13662,72.93666999999999,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
3761,14900000.0,1000.0,19.151461,72.941653,2,2,0,Ready to Move,Resale,0,0,0,Flat
3762,18500000.0,780.0,19.0799983,72.8545019,2,2,0,Ready to Move,Resale,0,Furnished,0,Flat
3763,24500000.0,640.0,19.1297376,72.8291555,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
3764,23000000.0,640.0,19.1297376,72.8291555,2,2,2,0,Resale,2,Semi-Furnished,2,Flat
3765,18000000.0,1230.0,19.133352,72.930619,3,2,0,Ready to Move,Resale,0,Furnished,0,Flat
3766,20000000.0,825.0,19.180237,72.85541490000001,2,2,0,Ready to Move,Resale,0,Furnished,0,Flat
3767,18000000.0,620.0,19.08537,72.91069,2,2,0,Ready to Move,Resale,0,Furnished,0,Flat
3768,18000000.0,850.0,19.128219604492188,72.86425018310547,2,2,0,Ready to Move,Resale,0,Unfurnished,0,Flat
3769,18000000.0,835.0,19.111895800000003,72.9282468,2,3,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
3770,15000000.0,790.0,19.1654181,72.9667254,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
3771,13000000.0,1100.0,19.29467,72.873467,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
3772,15000000.0,700.0,19.1654181,72.9667254,2,2,0,0,Resale,0,Unfurnished,0,Flat
3773,12500000.0,1060.0,19.28217,72.87654,2,2,0,Ready to Move,Resale,0,0,0,Flat
3774,21000000.0,765.0,19.07907,72.907976,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
3775,28500000.0,1638.0,19.131577,72.935177,3,4,2,Ready to Move,Resale,2,Semi-Furnished,2,Flat
3776,35000000.0,1500.0,18.963640100000003,72.8181857,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
3777,25500000.0,905.0,19.1629924,72.83930190000001,2,2,0,Ready to Move,Resale,0,Unfurnished,0,Flat
3778,30000000.0,900.0,19.1373633,72.8318507,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
3779,15000000.0,575.0,19.1297376,72.8291555,2,2,1,Ready to Move,Resale,1,Furnished,1,Flat
3780,6700000.0,800.0,19.266384,72.80413,2,2,0,Ready to Move,Resale,0,Unfurnished,0,Flat
3781,26500000.0,1030.0,19.1139359,72.8580594,2,2,0,Ready to Move,Resale,0,Furnished,0,Flat
3782,17500000.0,900.0,19.2050017,72.86927109999999,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
3783,6500000.0,990.0,19.4621578,72.80568509999999,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
3784,10000000.0,1200.0,19.11623,72.93205,2,2,0,Ready to Move,Resale,0,Unfurnished,0,Flat
3785,23500000.0,900.0,19.2335321,72.839198,2,2,2,Ready to Move,Resale,2,Furnished,2,Flat
3786,16200000.000000002,860.0,19.2050017,72.86927109999999,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
3787,25000000.0,1160.0,19.04391098022461,72.8987808227539,2,3,2,Ready to Move,Resale,2,Furnished,2,Flat
3788,9000000.0,1080.0,19.28217,72.87654,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
3789,17000000.0,695.0,19.1154899597168,72.87269592285156,2,2,4,Ready to Move,New Property,4,Furnished,4,Flat
3790,16500000.0,700.0,19.123765,72.859362,2,2,0,Ready to Move,Resale,0,0,0,Flat
3791,29500000.0,1000.0,19.180237,72.85541490000001,3,3,0,Ready to Move,Resale,0,Furnished,0,Flat
3792,6000000.0,775.0,19.3643488,72.7924612,2,2,0,Ready to Move,Resale,0,Unfurnished,0,Flat
3793,100000000.0,2000.0,19.120089,72.845488,3,4,0,Ready to Move,Resale,0,Unfurnished,0,Flat
3794,9700000.0,975.0,19.3047794,72.8604097,2,2,0,0,Resale,0,Semi-Furnished,0,Flat
3795,100000000.0,1690.0,19.182524,72.848711,2,2,0,Ready to Move,Resale,0,Furnished,0,Flat
3796,7200000.0,1100.0,19.277353,72.8629942,3,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
3797,27500000.0,1300.0,19.0627565,72.8545019,2,2,2,Ready to Move,Resale,2,Unfurnished,2,Flat
3798,25000000.0,1075.0,19.2273315,72.8637286,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
3799,32500000.0,1500.0,19.1297376,72.8291555,3,4,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
3800,22500000.0,1300.0,19.1154908,72.87269520000001,2,3,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
3801,17500000.0,1295.0,19.2539332,72.8672448,3,2,0,0,Resale,0,Furnished,0,Flat
3802,8300000.0,910.0,19.28217,72.87654,2,2,0,Ready to Move,Resale,0,Unfurnished,0,Flat
3803,21100000.0,950.0,19.111034393310547,72.92391204833984,2,2,0,Ready to Move,Resale,0,Furnished,0,Flat
3804,30000000.0,1400.0,19.1154908,72.87269520000001,2,2,1,Ready to Move,Resale,1,Semi-Furnished,1,Flat
3805,8500000.0,900.0,19.3047794,72.8604097,2,2,0,Ready to Move,Resale,0,0,0,Flat
3806,23000000.0,860.0,19.11730194091797,72.88404083251953,2,2,0,Ready to Move,Resale,0,Furnished,0,Flat
3807,25000000.0,1100.0,19.119677300000003,72.9050809,3,3,0,Ready to Move,Resale,0,Furnished,0,Flat
3808,16000000.0,1000.0,19.2050017,72.86927109999999,2,2,0,0,Resale,0,Semi-Furnished,0,Flat
3809,25000000.0,1664.0,19.180237,72.85541490000001,3,3,4,Ready to Move,Resale,4,Semi-Furnished,4,Flat
3810,45000000.0,1280.0,19.030876,72.862483,3,3,0,Ready to Move,Resale,0,0,0,Flat
3811,6000000.0,800.0,19.055124,72.9154653,2,2,0,Ready to Move,Resale,0,0,0,Flat
3812,17500000.0,815.0,19.18459,72.83706,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
3813,17500000.0,800.0,19.1154908,72.87269520000001,2,2,1,Ready to Move,Resale,1,Unfurnished,1,Flat
3814,18000000.0,777.0,19.1297376,72.8291555,2,2,3,Ready to Move,Resale,3,Unfurnished,3,Flat
3815,17900000.0,1000.0,19.255380630493164,72.85381317138672,2,2,0,Ready to Move,Resale,0,Furnished,0,Flat
3816,6500000.0,1080.0,19.240615100000003,73.0951298,2,2,0,Ready to Move,Resale,0,Unfurnished,0,Flat
3817,4200000.0,700.0,19.4621578,72.80568509999999,2,2,0,Ready to Move,Resale,0,Unfurnished,0,Flat
3818,37500000.0,1650.0,19.13431,72.93415,3,3,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
3819,12000000.0,1080.0,19.28217,72.87654,2,2,3,Ready to Move,Resale,3,Furnished,3,Flat
3820,13100000.0,965.0,19.23177,72.82813,2,2,0,Ready to Move,Resale,0,Unfurnished,0,Flat
3821,17000000.0,915.0,19.1154908,72.87269520000001,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
3822,340000000.0,3500.0,19.039152145385746,72.84046936035156,10,8,5,Ready to Move,Resale,5,Furnished,5,Flat
3823,22500000.0,800.0,19.16407,72.94462,2,2,0,Ready to Move,Resale,0,Furnished,0,Individual House
3824,20000000.0,850.0,19.1297376,72.8291555,2,2,0,Ready to Move,Resale,0,0,0,Flat
3825,16000000.0,900.0,19.0327996,72.89635679999999,2,2,3,Ready to Move,Resale,3,Furnished,3,Flat
3826,7200000.0,1040.0,19.4129287,72.818169,3,2,0,Ready to Move,Resale,0,Furnished,0,Flat
3827,35000000.0,1075.0,19.0799983,72.8545019,3,3,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
3828,13700000.000000002,1150.0,19.209943771362305,72.83087158203125,2,2,2,Ready to Move,Resale,2,Unfurnished,2,Flat
3829,32000000.0,1375.0,19.1654181,72.9667254,3,3,0,Ready to Move,Resale,0,Unfurnished,0,Flat
3830,3800000.0,600.0,18.945690155029297,72.82604217529297,2,2,1,Ready to Move,Resale,1,Unfurnished,1,Flat
3831,15600000.0,624.0,19.1889733,72.8220064,2,2,0,0,New Property,0,Unfurnished,0,Flat
3832,12500000.0,580.0,19.1654181,72.9667254,2,2,0,Ready to Move,Resale,0,Furnished,0,Flat
3833,100000000.0,1380.0,19.1590077,72.86927109999999,4,4,0,Ready to Move,Resale,0,Unfurnished,0,Flat
3834,4500000.0,710.0,19.3448747,72.86786,3,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
3835,50000000.0,1190.0,18.9957274,72.8413375,2,2,0,Ready to Move,Resale,0,0,0,Flat
3836,23000000.0,1150.0,19.0151285,72.8580644,3,3,0,Ready to Move,Resale,0,Furnished,0,Flat
3837,38000000.0,1230.0,19.11730194091797,72.88404083251953,3,3,2,Ready to Move,Resale,2,Furnished,2,Flat
3838,16000000.0,745.0,19.0327996,72.89635679999999,2,2,0,Ready to Move,Resale,0,Furnished,0,Flat
3839,13500000.0,1000.0,19.1590077,72.86927109999999,2,2,0,Ready to Move,Resale,0,Unfurnished,0,Flat
3840,15000000.0,750.0,19.2335321,72.839198,3,2,0,Ready to Move,Resale,0,Unfurnished,0,Flat
3841,20000000.0,1400.0,19.0327996,72.89635679999999,3,3,5,Ready to Move,Resale,5,0,5,Flat
3842,15000000.0,507.0,19.111895800000003,72.9282468,2,2,0,Ready to Move,Resale,0,Furnished,0,Flat
3843,32000000.0,800.0,19.104692,72.85024370000001,3,3,0,Ready to Move,Resale,0,0,0,Flat
3844,32000000.0,1050.0,19.055229,72.83082900000001,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
3845,6000000.0,1015.0,19.3693345,72.806127,2,2,0,Ready to Move,Resale,0,Semi-Furnished,0,Flat
